exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZZ29,Autophagy study,Gary Warnes,Gary Warnes,"new(""attachmentProxy"", description = NULL, name = "".DS_Store"", url = ""https://flowrepository.org/experiments/73/attachments/161/download"", size = 15364, md5sum = ""90245c64e29f83649565998b68fb5bc7"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(1)"", url = ""https://flowrepository.org/experiments/73/attachments/162/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(10)"", url = ""https://flowrepository.org/experiments/73/attachments/163/download"", size = 12292, md5sum = ""968fe305a8f36a4660e7633fda53d5e3"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(11)"", url = ""https://flowrepository.org/experiments/73/attachments/164/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(12)"", url = ""https://flowrepository.org/experiments/73/attachments/165/download"", size = 12292, md5sum = ""124f8ee1fe74909a6c7b3ce93bab0221"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(13)"", url = ""https://flowrepository.org/experiments/73/attachments/166/download"", size = 15364, md5sum = ""3181a1b16fba88a5c8f55a1b3d2e8f06"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(14)"", url = ""https://flowrepository.org/experiments/73/attachments/167/download"", size = 15364, md5sum = ""87999a3e7b8196fa4a2b8379d8b02e54"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(15)"", url = ""https://flowrepository.org/experiments/73/attachments/168/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(16)"", url = ""https://flowrepository.org/experiments/73/attachments/169/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(17)"", url = ""https://flowrepository.org/experiments/73/attachments/170/download"", size = 15364, md5sum = ""2c62509eb0ef3cbc9131566c1ba6386b"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(18)"", url = ""https://flowrepository.org/experiments/73/attachments/171/download"", size = 21508, md5sum = ""532f03626b3103d7d78189ba59b5952e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(19)"", url = ""https://flowrepository.org/experiments/73/attachments/172/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(2)"", url = ""https://flowrepository.org/experiments/73/attachments/173/download"", size = 12292, md5sum = ""b672f1468d1148bdd5cf13ad61fa8bed"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(20)"", url = ""https://flowrepository.org/experiments/73/attachments/174/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(21)"", url = ""https://flowrepository.org/experiments/73/attachments/175/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(22)"", url = ""https://flowrepository.org/experiments/73/attachments/176/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(23)"", url = ""https://flowrepository.org/experiments/73/attachments/177/download"", size = 15364, md5sum = ""d4c658e3ee440fb792d542aac0229581"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(24)"", url = ""https://flowrepository.org/experiments/73/attachments/178/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(25)"", url = ""https://flowrepository.org/experiments/73/attachments/179/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(26)"", url = ""https://flowrepository.org/experiments/73/attachments/180/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(27)"", url = ""https://flowrepository.org/experiments/73/attachments/181/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(28)"", url = ""https://flowrepository.org/experiments/73/attachments/182/download"", size = 15364, md5sum = ""1e1d5583cfdb15368f1aeb403692aaaf"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(29)"", url = ""https://flowrepository.org/experiments/73/attachments/183/download"", size = 15364, md5sum = ""426645d264528276425996a6126bedf9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(3)"", url = ""https://flowrepository.org/experiments/73/attachments/184/download"", size = 15364, md5sum = ""d7c0e7d6f5769315bf531246516f838f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(30)"", url = ""https://flowrepository.org/experiments/73/attachments/185/download"", size = 15364, md5sum = ""6da11c2363a7a2dc692c2c61d7cc6162"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(31)"", url = ""https://flowrepository.org/experiments/73/attachments/186/download"", size = 15364, md5sum = ""eb5e7a58efbfae9e27c9f16c60ca1c65"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(32)"", url = ""https://flowrepository.org/experiments/73/attachments/187/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(33)"", url = ""https://flowrepository.org/experiments/73/attachments/188/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(34)"", url = ""https://flowrepository.org/experiments/73/attachments/189/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(35)"", url = ""https://flowrepository.org/experiments/73/attachments/190/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(36)"", url = ""https://flowrepository.org/experiments/73/attachments/191/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(37)"", url = ""https://flowrepository.org/experiments/73/attachments/192/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(38)"", url = ""https://flowrepository.org/experiments/73/attachments/193/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(39)"", url = ""https://flowrepository.org/experiments/73/attachments/194/download"", size = 15364, md5sum = ""01f780932e54a4f71d8f18c9536fc5a5"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(4)"", url = ""https://flowrepository.org/experiments/73/attachments/195/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(40)"", url = ""https://flowrepository.org/experiments/73/attachments/196/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(41)"", url = ""https://flowrepository.org/experiments/73/attachments/197/download"", size = 12292, md5sum = ""22f6c7eccd695d1470daf489111385e3"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(42)"", url = ""https://flowrepository.org/experiments/73/attachments/198/download"", size = 12292, md5sum = ""56dc46b9b1c7a11875080547435949b7"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(43)"", url = ""https://flowrepository.org/experiments/73/attachments/199/download"", size = 12292, md5sum = ""7cb4afe21baaf8806c5187d0739abcb5"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(44)"", url = ""https://flowrepository.org/experiments/73/attachments/200/download"", size = 15364, md5sum = ""1b3f00b2c07384193ac8d6cdd6d0f937"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(45)"", url = ""https://flowrepository.org/experiments/73/attachments/201/download"", size = 15364, md5sum = ""a0ddb4f10517cd17d41c263f99751398"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(46)"", url = ""https://flowrepository.org/experiments/73/attachments/202/download"", size = 6148, md5sum = ""107d129d849f4729b8688af9962ecbb6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(47)"", url = ""https://flowrepository.org/experiments/73/attachments/203/download"", size = 12292, md5sum = ""eda10cdb1cf74ee72283ad1c7e356b38"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(48)"", url = ""https://flowrepository.org/experiments/73/attachments/204/download"", size = 15364, md5sum = ""79a5cfe53ed55825e7acb776de987b22"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(49)"", url = ""https://flowrepository.org/experiments/73/attachments/205/download"", size = 15364, md5sum = ""534632fb58cc8c230b689b0cedff7a05"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(5)"", url = ""https://flowrepository.org/experiments/73/attachments/206/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(6)"", url = ""https://flowrepository.org/experiments/73/attachments/207/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(7)"", url = ""https://flowrepository.org/experiments/73/attachments/208/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(8)"", url = ""https://flowrepository.org/experiments/73/attachments/209/download"", size = 15364, md5sum = ""6e98521a0615d8e862570d24ee78743c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = "".DS_Store-(9)"", url = ""https://flowrepository.org/experiments/73/attachments/210/download"", size = 6148, md5sum = ""194577a7e20bdcc7afbb718f502c134c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store"", url = ""https://flowrepository.org/experiments/73/attachments/211/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(1)"", url = ""https://flowrepository.org/experiments/73/attachments/212/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(10)"", url = ""https://flowrepository.org/experiments/73/attachments/213/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(11)"", url = ""https://flowrepository.org/experiments/73/attachments/214/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(12)"", url = ""https://flowrepository.org/experiments/73/attachments/215/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(13)"", url = ""https://flowrepository.org/experiments/73/attachments/216/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(14)"", url = ""https://flowrepository.org/experiments/73/attachments/217/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(15)"", url = ""https://flowrepository.org/experiments/73/attachments/218/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(16)"", url = ""https://flowrepository.org/experiments/73/attachments/219/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(17)"", url = ""https://flowrepository.org/experiments/73/attachments/220/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(18)"", url = ""https://flowrepository.org/experiments/73/attachments/221/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(19)"", url = ""https://flowrepository.org/experiments/73/attachments/222/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(2)"", url = ""https://flowrepository.org/experiments/73/attachments/223/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(20)"", url = ""https://flowrepository.org/experiments/73/attachments/224/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(21)"", url = ""https://flowrepository.org/experiments/73/attachments/225/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(22)"", url = ""https://flowrepository.org/experiments/73/attachments/226/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(23)"", url = ""https://flowrepository.org/experiments/73/attachments/227/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(24)"", url = ""https://flowrepository.org/experiments/73/attachments/228/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(25)"", url = ""https://flowrepository.org/experiments/73/attachments/229/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(26)"", url = ""https://flowrepository.org/experiments/73/attachments/230/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(27)"", url = ""https://flowrepository.org/experiments/73/attachments/231/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(28)"", url = ""https://flowrepository.org/experiments/73/attachments/232/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(29)"", url = ""https://flowrepository.org/experiments/73/attachments/233/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(3)"", url = ""https://flowrepository.org/experiments/73/attachments/234/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(30)"", url = ""https://flowrepository.org/experiments/73/attachments/235/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(31)"", url = ""https://flowrepository.org/experiments/73/attachments/236/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(32)"", url = ""https://flowrepository.org/experiments/73/attachments/237/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(33)"", url = ""https://flowrepository.org/experiments/73/attachments/238/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(34)"", url = ""https://flowrepository.org/experiments/73/attachments/239/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(35)"", url = ""https://flowrepository.org/experiments/73/attachments/240/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(36)"", url = ""https://flowrepository.org/experiments/73/attachments/241/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(37)"", url = ""https://flowrepository.org/experiments/73/attachments/242/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(38)"", url = ""https://flowrepository.org/experiments/73/attachments/243/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(39)"", url = ""https://flowrepository.org/experiments/73/attachments/244/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(4)"", url = ""https://flowrepository.org/experiments/73/attachments/245/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(40)"", url = ""https://flowrepository.org/experiments/73/attachments/246/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(41)"", url = ""https://flowrepository.org/experiments/73/attachments/247/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(42)"", url = ""https://flowrepository.org/experiments/73/attachments/248/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(43)"", url = ""https://flowrepository.org/experiments/73/attachments/249/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(44)"", url = ""https://flowrepository.org/experiments/73/attachments/250/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(45)"", url = ""https://flowrepository.org/experiments/73/attachments/251/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(46)"", url = ""https://flowrepository.org/experiments/73/attachments/252/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(47)"", url = ""https://flowrepository.org/experiments/73/attachments/253/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(48)"", url = ""https://flowrepository.org/experiments/73/attachments/254/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(49)"", url = ""https://flowrepository.org/experiments/73/attachments/255/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(5)"", url = ""https://flowrepository.org/experiments/73/attachments/256/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(6)"", url = ""https://flowrepository.org/experiments/73/attachments/257/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(7)"", url = ""https://flowrepository.org/experiments/73/attachments/258/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(8)"", url = ""https://flowrepository.org/experiments/73/attachments/259/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._.DS_Store-(9)"", url = ""https://flowrepository.org/experiments/73/attachments/260/download"", size = 4096, md5sum = ""5ecad39c470178e1b0ef93e534b60fda"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._Layout.jpg"", url = ""https://flowrepository.org/experiments/73/attachments/261/download"", size = 4096, md5sum = ""6471fe02b0e80311627574982e7c5dc4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._lc3b_040811_Workspace.jo"", url = ""https://flowrepository.org/experiments/73/attachments/262/download"", size = 4096, md5sum = ""bfdaca82ea2bb4d124f6a27365f96f53"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""._lc3b_270711.jo"", url = ""https://flowrepository.org/experiments/73/attachments/263/download"", size = 4096, md5sum = ""bfdaca82ea2bb4d124f6a27365f96f53"", localpath = NULL)",572,30
FR-FCM-ZZ2B,DNA Fragmentation Analysis,Fazel samani,Fazel samani,NA,31,30
FR-FCM-ZZ2L,OMIP-014: 12-color HVTN ICS assay,Stephen DeRosa,Stephen DeRosa,NA,15,15
FR-FCM-ZZ2M,Sequential Staining Improves Detection of CCR2 and CX3CR1 on Monocytes When Simultaneously Evaluating CCR5 by Multicolor Flow Cytometry,Jason Barbour,Emilie Jalbert,NA,87,30
FR-FCM-ZZ2P,PBMC Signaling Profile,Josef Spidlen,Josef Spidlen,NA,15,15
FR-FCM-ZZ2S,Improving the assessment of FRET efficiency using flow cytometry,Anabelle Sequeira-Le Grand,Anabelle Sequeira-Le Grand,NA,33,30
FR-FCM-ZZ2T,OMIP-016: Characterization of Antigen-Responsive macaque and human T-cells (Figure 1),Antonio Cosma,Antonio Cosma,"new(""attachmentProxy"", description = ""FlowJo 9 analysis"", name = ""PHY1002_20110118_ICS_SG_OMIP.jo"", url = ""https://flowrepository.org/experiments/93/attachments/278/download"", size = 1053346, md5sum = ""af1d154828a296a71880edbef6bbc540"", localpath = NULL)",13,13
FR-FCM-ZZ2U,Analysis of stem cells markers CD90 and CD14 in human breast cancer cell lines,Aline Lobba,Aline Lobba,NA,158,30
FR-FCM-ZZ2V,OMIP-016: Characterization of Antigen-Responsive macaque and human T-cells (Suppl Figure 9),Antonio Cosma,Antonio Cosma,"new(""attachmentProxy"", description = NULL, name = ""anl20100210_V4_OMIP.jo"", url = ""https://flowrepository.org/experiments/95/attachments/279/download"", size = 706383, md5sum = ""63c151bbcf26c146cc48fc1d5133263a"", localpath = NULL)",15,15
FR-FCM-ZZ3Z,OMIP-016: Characterization of Antigen-Responsive macaque and human T-cells (Online Figure 6),Antonio Cosma,Antonio Cosma,"new(""attachmentProxy"", description = NULL, name = ""anlSG14647_20091002_OMIP.jo"", url = ""https://flowrepository.org/experiments/96/attachments/280/download"", size = 1168405, md5sum = ""bc198daecfe00af12baf888030f76a1a"", localpath = NULL)",17,17
FR-FCM-ZZ3Y,OMIP-016: Characterization of Antigen-Responsive macaque and human T-cells (Online Fig 7&8),Antonio Cosma,Antonio Cosma,"new(""attachmentProxy"", description = NULL, name = ""anl20120809_ICSF_test_freez.jo"", url = ""https://flowrepository.org/experiments/97/attachments/281/download"", size = 8596229, md5sum = ""c1087a4d7b8764ef2d812332cbd6b89b"", localpath = NULL)",23,23
FR-FCM-ZZ32,CELL DEATH ANALYSIS,Julia Blanco,Julia Blanco,NA,4,4
FR-FCM-ZZ33,Protocol for analyse of expression of IL-1 receptors.,Filipp Vasilyev,Filipp Vasilyev,NA,40,30
FR-FCM-ZZ36,OMIP-018: Phenotyping with Chemokine Receptors,Tess Brodie,Tess Brodie,"new(""attachmentProxy"", description = ""FlowJo file with correct gating and biexponential transformation of plots: please see layouts for CKR combinations"", name = ""23.10.2012.OMIP.jo"", url = ""https://flowrepository.org/experiments/102/attachments/283/download"", size = 955552, md5sum = ""e6f39f16ab90ddefcd1baa8152c4ba8b"", localpath = NULL)",17,17
FR-FCM-ZZ38,Effects of cell isolation method on gene expression in leukocyte subsets.,Marta Massanella,Marta Massanella,NA,87,30
FR-FCM-ZZ3L,Nile Red fluorescent nanoparticles,John Nolan,John Nolan,"new(""attachmentProxy"", description = ""Sample details"", name = ""Sample_Details.csv"", url = ""https://flowrepository.org/experiments/117/attachments/285/download"", size = 1898, md5sum = ""eb7977105d98c4a654a30c5c27a6a246"", localpath = NULL)",36,30
FR-FCM-ZZ3M,EMBO Timecourse of IL-4 and IL-7 in PBMC B and T cells,Josef Spidlen,Josef Spidlen,"new(""attachmentProxy"", description = ""A full manual for the course that produced these results, as well as a reagent list with catalog numbers by Jonathan Irish."", name = ""Full_Manual_-_PhosphoFlow_Course_-_Irish_3-2010.pdf"", url = ""https://flowrepository.org/experiments/118/attachments/286/download"", size = 1307333, md5sum = ""1aa8d8f004ae920422f3bd3129c6b5ed"", localpath = NULL)",14,14
FR-FCM-ZZ3N,Comparison of aBCR stim reagents in Ramos,Josef Spidlen,Josef Spidlen,NA,48,30
FR-FCM-ZZ3X,Human memory T cell purity analysis (pre- and post-FACS sort),Josef Spidlen,Josef Spidlen,"new(""attachmentProxy"", description = NULL, name = ""CD4+_cell_purity_post-sort.pdf"", url = ""https://flowrepository.org/experiments/120/attachments/287/download"", size = 71313, md5sum = ""2035ab09cebb00c0f3bbaf0731075835"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""CD45RO+_memory_cell_purity_post-sort.pdf"", url = ""https://flowrepository.org/experiments/120/attachments/288/download"", size = 71950, md5sum = ""15429a53b8cd778eb600b4c0aeadc0be"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MemoryCellPurity-PreSortVPostSort.pdf"", url = ""https://flowrepository.org/experiments/120/attachments/289/download"", size = 70460, md5sum = ""87c37195b7fcf6b71aeddd54b10d51c8"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""PreSortVersusPostSortPurity.pdf"", url = ""https://flowrepository.org/experiments/120/attachments/290/download"", size = 68868, md5sum = ""cec746971ffbd4f7d7596821aad5b9fd"", localpath = NULL)",2,2
FR-FCM-ZZ42,Degree of receptiveness,Christin Koch,Christin Koch,NA,90,30
FR-FCM-ZZ43,CHIC application example,Christin Koch,Christin Koch,"new(""attachmentProxy"", description = NULL, name = ""dataset.txt"", url = ""https://flowrepository.org/experiments/131/attachments/305/download"", size = 632, md5sum = ""8ff457573ce94498b877cebc1adc0132"", localpath = NULL)",17,17
